,0
10091,negative
10092,positive
10093,negative
10094,negative
10095,positive
10096,negative
10097,negative
10098,positive
10099,negative
10100,positive
10101,negative
10102,positive
10103,positive
10104,negative
10105,negative
10106,positive
10107,negative
10108,positive
10109,negative
10110,positive
10111,negative
10112,negative
10113,negative
10114,negative
10115,negative
10116,negative
10117,negative
10118,positive
10119,negative
10120,negative
10121,positive
10122,positive
10123,positive
10124,negative
10125,negative
10126,positive
10127,negative
10128,negative
10129,positive
10130,positive
10131,positive
10132,negative
10133,positive
10134,negative
10135,positive
10136,positive
10137,positive
10138,positive
10139,negative
10140,negative
10141,positive
10142,negative
10143,positive
10144,negative
10145,positive
10146,positive
10147,negative
10148,negative
10149,positive
10150,negative
10151,positive
10152,negative
10153,positive
10154,positive
10155,negative
10156,positive
10157,negative
10158,negative
10159,positive
10160,positive
10161,positive
10162,negative
10163,negative
10164,negative
10165,negative
10166,positive
10167,negative
10168,negative
10169,negative
10170,negative
10171,positive
10172,positive
10173,negative
10174,negative
10175,negative
10176,negative
10177,positive
10178,negative
10179,positive
10180,positive
10181,positive
10182,negative
10183,positive
10184,negative
10185,negative
10186,positive
10187,negative
10188,negative
10189,negative
10190,negative
10191,positive
10192,negative
10193,negative
10194,negative
10195,positive
10196,negative
10197,negative
10198,negative
10199,positive
10200,negative
10201,positive
10202,positive
10203,negative
10204,negative
10205,positive
10206,negative
10207,positive
10208,negative
10209,positive
10210,positive
10211,positive
10212,positive
10213,positive
10214,negative
10215,negative
10216,positive
10217,negative
10218,positive
10219,negative
10220,positive
10221,positive
10222,negative
10223,positive
10224,positive
10225,positive
10226,positive
10227,positive
10228,negative
10229,negative
10230,negative
10231,positive
10232,negative
10233,negative
10234,negative
10235,positive
10236,negative
10237,negative
10238,negative
10239,negative
10240,negative
10241,positive
10242,negative
10243,negative
10244,positive
10245,positive
10246,negative
10247,positive
10248,positive
10249,positive
10250,negative
10251,positive
10252,negative
10253,negative
10254,positive
10255,negative
10256,negative
10257,positive
10258,negative
10259,positive
10260,positive
10261,positive
10262,negative
10263,positive
10264,negative
10265,positive
10266,positive
10267,negative
10268,negative
10269,negative
10270,negative
10271,negative
10272,negative
10273,negative
10274,negative
10275,negative
10276,negative
10277,negative
10278,negative
10279,negative
10280,positive
10281,negative
10282,negative
10283,positive
10284,negative
10285,positive
10286,positive
10287,positive
10288,negative
10289,positive
10290,negative
10291,negative
10292,positive
10293,positive
10294,negative
10295,negative
10296,positive
10297,negative
10298,negative
10299,positive
10300,negative
10301,positive
10302,positive
10303,positive
10304,negative
10305,positive
10306,positive
10307,positive
10308,positive
10309,negative
10310,negative
10311,negative
10312,positive
10313,positive
10314,negative
10315,positive
10316,negative
10317,positive
10318,positive
10319,negative
10320,negative
10321,positive
10322,negative
10323,positive
10324,negative
10325,negative
10326,positive
10327,negative
10328,negative
10329,positive
10330,negative
10331,positive
10332,negative
10333,positive
10334,negative
10335,positive
10336,negative
10337,positive
10338,negative
10339,negative
10340,negative
10341,positive
10342,negative
10343,positive
10344,positive
10345,negative
10346,negative
10347,negative
10348,negative
10349,positive
10350,positive
10351,positive
10352,negative
10353,positive
10354,positive
10355,negative
10356,negative
10357,negative
10358,negative
10359,negative
10360,negative
10361,negative
10362,negative
10363,negative
10364,negative
10365,negative
10366,negative
10367,negative
10368,positive
10369,negative
10370,positive
10371,positive
10372,negative
10373,positive
10374,positive
10375,positive
10376,positive
10377,positive
10378,positive
10379,positive
10380,positive
10381,negative
10382,negative
10383,negative
10384,negative
10385,negative
10386,negative
10387,negative
10388,positive
10389,negative
10390,positive
10391,positive
10392,positive
10393,positive
10394,negative
10395,negative
10396,negative
10397,negative
10398,negative
10399,negative
10400,positive
10401,negative
10402,negative
10403,negative
10404,positive
10405,positive
10406,negative
10407,positive
10408,negative
10409,positive
10410,positive
10411,positive
10412,negative
10413,positive
10414,positive
10415,positive
10416,positive
10417,negative
10418,negative
10419,negative
10420,negative
10421,negative
10422,positive
10423,positive
10424,positive
10425,positive
10426,positive
10427,negative
10428,negative
10429,positive
10430,positive
10431,positive
10432,positive
10433,positive
10434,negative
10435,negative
10436,negative
10437,negative
10438,positive
10439,positive
10440,negative
10441,negative
10442,negative
10443,positive
10444,negative
10445,positive
10446,positive
10447,positive
10448,negative
10449,positive
10450,positive
10451,negative
10452,negative
10453,negative
10454,positive
10455,negative
10456,positive
10457,negative
10458,positive
10459,negative
10460,negative
10461,positive
10462,positive
10463,negative
10464,positive
10465,positive
10466,positive
10467,positive
10468,negative
10469,negative
10470,positive
10471,positive
10472,negative
10473,positive
10474,positive
10475,negative
10476,positive
10477,negative
10478,positive
10479,negative
10480,positive
10481,negative
10482,negative
10483,positive
10484,positive
10485,positive
10486,positive
10487,positive
10488,negative
10489,negative
10490,negative
10491,negative
10492,negative
10493,negative
10494,positive
10495,negative
10496,positive
10497,negative
10498,positive
10499,negative
10500,positive
10501,negative
10502,negative
10503,positive
10504,negative
10505,negative
10506,negative
10507,negative
10508,positive
10509,negative
10510,positive
10511,positive
10512,positive
10513,positive
10514,positive
10515,positive
10516,negative
10517,negative
10518,positive
10519,negative
10520,positive
10521,negative
10522,positive
10523,negative
10524,positive
10525,positive
10526,negative
10527,negative
10528,negative
10529,positive
10530,positive
10531,positive
10532,positive
10533,negative
10534,positive
10535,positive
10536,positive
10537,negative
10538,negative
10539,positive
10540,positive
10541,positive
10542,negative
10543,negative
10544,positive
10545,positive
10546,negative
10547,negative
10548,positive
10549,positive
10550,positive
10551,negative
10552,positive
10553,positive
10554,positive
10555,positive
10556,positive
10557,negative
10558,negative
10559,negative
10560,negative
10561,positive
10562,positive
10563,negative
10564,negative
10565,positive
10566,positive
10567,positive
10568,positive
10569,negative
10570,negative
10571,negative
10572,positive
10573,negative
10574,positive
10575,negative
10576,negative
10577,negative
10578,negative
10579,negative
10580,positive
10581,positive
10582,negative
10583,negative
10584,negative
10585,positive
10586,positive
10587,negative
10588,negative
10589,positive
10590,negative
10591,negative
10592,negative
10593,positive
10594,positive
10595,positive
10596,positive
10597,positive
10598,negative
10599,positive
10600,negative
10601,positive
10602,negative
10603,positive
10604,positive
10605,negative
10606,negative
10607,negative
10608,positive
10609,negative
10610,negative
10611,negative
10612,negative
10613,negative
10614,positive
10615,positive
10616,positive
10617,positive
10618,negative
10619,negative
10620,negative
10621,positive
10622,negative
10623,positive
10624,negative
10625,positive
10626,positive
10627,negative
10628,negative
10629,positive
10630,negative
10631,positive
10632,positive
10633,negative
10634,negative
10635,negative
10636,negative
10637,negative
10638,positive
10639,positive
10640,negative
10641,negative
10642,positive
10643,positive
10644,positive
10645,negative
10646,positive
10647,negative
10648,positive
10649,negative
10650,positive
10651,negative
10652,negative
10653,positive
10654,positive
10655,positive
10656,positive
10657,negative
10658,positive
10659,positive
10660,positive
10661,positive
10662,negative
10663,negative
10664,negative
10665,negative
10666,negative
10667,positive
10668,negative
10669,positive
10670,positive
10671,positive
10672,positive
10673,positive
10674,negative
10675,positive
10676,positive
10677,negative
10678,positive
10679,negative
10680,positive
10681,positive
10682,negative
10683,negative
10684,negative
10685,positive
10686,positive
10687,positive
10688,negative
10689,positive
10690,negative
10691,negative
10692,positive
10693,positive
10694,negative
10695,positive
10696,positive
10697,negative
10698,negative
10699,positive
10700,negative
10701,positive
10702,negative
10703,negative
10704,positive
10705,positive
10706,negative
10707,positive
10708,negative
10709,negative
10710,negative
10711,positive
10712,negative
10713,positive
10714,negative
10715,negative
10716,positive
10717,negative
10718,negative
10719,positive
10720,negative
10721,positive
10722,negative
10723,positive
10724,positive
10725,positive
10726,positive
10727,positive
10728,positive
10729,positive
10730,negative
10731,positive
10732,negative
10733,positive
10734,positive
10735,negative
10736,positive
10737,negative
10738,negative
10739,positive
10740,negative
10741,negative
10742,negative
10743,positive
10744,positive
10745,positive
10746,negative
10747,positive
10748,negative
10749,positive
10750,negative
10751,positive
10752,negative
10753,positive
10754,negative
10755,positive
10756,positive
10757,negative
10758,positive
10759,negative
10760,negative
10761,positive
10762,negative
10763,positive
10764,positive
10765,negative
10766,negative
10767,negative
10768,negative
10769,positive
10770,positive
10771,negative
10772,negative
10773,positive
10774,negative
10775,negative
10776,negative
10777,negative
10778,positive
10779,positive
10780,positive
10781,positive
10782,positive
10783,positive
10784,negative
10785,positive
10786,negative
10787,negative
10788,positive
10789,negative
10790,positive
10791,negative
10792,positive
10793,positive
10794,negative
10795,negative
10796,negative
10797,negative
10798,positive
10799,positive
10800,negative
10801,negative
10802,negative
10803,positive
10804,positive
10805,positive
10806,negative
10807,negative
10808,positive
10809,positive
10810,negative
10811,negative
10812,negative
10813,positive
10814,negative
10815,positive
10816,negative
10817,positive
10818,positive
10819,negative
10820,positive
10821,negative
10822,negative
10823,positive
10824,positive
10825,negative
10826,positive
10827,negative
10828,positive
10829,negative
10830,negative
10831,negative
10832,positive
10833,positive
10834,negative
10835,negative
10836,positive
10837,positive
10838,negative
10839,negative
10840,positive
10841,positive
10842,negative
10843,positive
10844,positive
10845,positive
10846,positive
10847,negative
10848,negative
10849,positive
10850,positive
10851,negative
10852,positive
10853,positive
10854,positive
10855,negative
10856,positive
10857,positive
10858,negative
10859,negative
10860,negative
10861,negative
10862,positive
10863,positive
10864,negative
10865,negative
10866,negative
10867,positive
10868,positive
10869,negative
10870,negative
10871,negative
10872,negative
10873,positive
10874,positive
10875,positive
10876,negative
10877,positive
10878,negative
10879,positive
10880,negative
10881,positive
10882,positive
10883,negative
10884,negative
10885,negative
10886,negative
10887,negative
10888,negative
10889,negative
10890,positive
10891,positive
10892,negative
10893,positive
10894,positive
10895,positive
10896,negative
10897,positive
10898,negative
10899,negative
10900,positive
10901,positive
10902,negative
10903,negative
10904,negative
10905,positive
10906,negative
10907,positive
10908,positive
